Government,Region,Issuing Area of Government,Title,Type,Date,OSS Specific?,Stated Objective: Cost,Stated Objective: Sovereignty,Stated Objective: Support for National Industry,Stated Objective: Modernization,Stated Objective: Transparency,Stated Objective: Security,Action,Term,Status,Comments,Source,Source II,Notes
Austria,Europe,Ministry,Proprietary funding halted for schools,Directives & Regulation,2009,Yes,X,-,-,X,-,-,Procurement - advisory,OSS,Approved,Funding for proprietary software halted in schools.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_AT_1.pdf,https://joinup.ec.europa.eu/collection/open-source-observatory-osor/news/education-ministry-no-lon,
Austria,Europe,Ministry,GNU/Linux Initiative,Support,2009,Yes,-,-,X,X,-,-,Procurement - advisory,OSS,Approved,"With support from the Austrian Federal Ministry of Education, Arts and Culture (BMUKK), the third edition of a special version of a GNU/Linux distribution for schools was published. The ministry recommends in a letter to all Austrian school headmasters that the aim ""is to promote the installation of open source software onto Austria's school computers as part of the EU Action Plan i2010.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Factsheet_AT.pdf,,
Austria,Europe,Executive,Chief Digital Task Force,Support,2019,No,-,X,-,X,-,-,R&D,OSS,Approved,"""The matter of whether an open source strategy to improve and promote interoperability is being examined as a potential aspect of the government’s digitalisation strategy. Additionally, OSS is a topic of strategic importance in the government"".",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_AT_1.pdf,https://www.digitalaustria.gv.at/,
Austria,Europe,Agency,Open Source Software Funding,Support,2016,Yes,-,-,X,X,-,-,R&D,OSS,Approved,"Prize fund of EUR 200,000 offered by the Austria government for open source projects on eGovernment, eHealth, eLearning, inclusion, and other services.",https://joinup.ec.europa.eu/collection/open-source-observatory-osor/news/eur-200000-austria,,
Austria,Europe,Ministry,eLearning competence centre,Support,2011,Yes,-,-,X,X,-,-,R&D,OSS,Approved,Funded centre with the aim of increasing the use of OSS solutions in schools .,https://joinup.ec.europa.eu/collection/open-source-observatory-osor/news/education-ministry-funds,,
Azerbaijan,Middle East,Agency,Opportunities to use Open Source Software in Electronic Management,Other,2017,Yes,X,-,-,X,-,X,R&D,OSS,Approved,"The main state research organization, Azerbaijan National Academy of Sciences (ANAS), produced a report on the possible uses of OSS, including expected revenue from its use, cost savings, security advantages, and innovation possibilities. ",https://ict.az/uploads/konfrans/soft_eng/75.pdf,,
Bangladesh,Asia,Ministry,Master Plan for Information and Communication Technology in Education,Strategy,2012,No,X,-,-,X,X,-,Procurement - advisory,OSS,Approved,All educational institutions are encouraged to use open source software. (p23 and p. 26),https://basis.org.bd/public/files/policy/5e165218a1f4aMaster%20plan%20for%20ICT%20in%20Education.pdf,,
Bangladesh,Asia,Ministry,e-Government Master Plan for Digital Bangladesh,Strategy,2019,No,-,-,-,X,-,-,Procurement - advisory,OSS,Approved,"The Ministry of Posts, Telecommunications and Information Technology, Information and Communication Technology Division released a master plan that noted ""encouraging adoptions of open source technologies"" in its recommendations from a group workshop section of the e-government master plan. It also noted the possibility of using an open source platform for ICT-based health and family welfare services. ",https://bcc.portal.gov.bd/sites/default/files/files/bcc.portal.gov.bd/publications/3f9cd471_9905_4122_96ee_ced02b7598a9/2020-05-24-15-54-43f3d2b8b4523b5b62157b069302c4db.pdf,,
Barbados,Central America and the Caribbean,Ministry,National Information and Communication Technologies (ICT) Strategic Plan 2010-2015,Strategy,2001,No,-,-,-,X,-,-,R&D,OSS,Approved,"The Ministry of Economic Affairs, Empowerment, Innovation, Trade, Industry and Commerce's policy suggests that FOSS should be used in addition to proprietary software. ",http://www.caribbeanelections.com/eDocs/strategy/bb_strategy/bb_National_ICT_Strategic_Plan_Final_2010.pdf,,
Belgium,Europe,Ministry,Report on Use of Open Standards,Support,2004,Yes,-,-,X,X,-,-,R&D,OSS,Approved,A Parliamentary committee on the use of ICT in the Federal Parliament released a report highlighting the importance of the use of open standards.,"International Trade Administration, U.S. Department of Commerce, ""European OSS Policy Initiatives""",,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Belgium,Europe,Executive,White Paper on Open Standards,Other,2004,Yes,-,-,-,X,-,-,R&D,OSS,Approved,"On June 10, 2004, the Belgian Government published a white paper on the use of open standards by federal public bodies.",https://web.archive.org/web/20091001033509/http://www.epractice.eu/node/281035,,
Belgium,Europe,Ministry,Digital Signature Service,Support,2009,Yes,-,-,-,X,-,-,R&D,OSS,Approved,The digital signature service was developed by BOSA DG DT as an open source framework of modular building blocks (framework used until 2017).,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_BE_1.pdf,,
Belgium,Europe,Legislative,Federally Commissioned Software,Bill,2003,Yes,X,-,-,X,-,-,Procurement - advisory,OSS,Failed,"Federally commissioned software must be delivered with the source code; federal authorities should try to avoid proprietary software, but should make final decisions based on total cost of ownership.",http://europa.eu.int/idabc/en/document/3146/194,,Link recently broke and not available on wayback machine
Benin,Africa,Executive,ICT Plan,Strategy,2005,No,-,-,-,-,-,-,Procurement - advisory,OSS,Proposed,"The Government of Benin has identified the development of FOSS as a strategy in its ICT plan and sees the promotion of FOSS as beneficial for software availability in the country. Civil society is encouraged to support the adoption process. The plan also calls for the use of open standards. A FOSS laboratory project called LABTIC is in process of being established, supported by the Agence de la Francophonie.",https://web.archive.org/web/20081012063705/http://r0.unctad.org/ecommerce/ecommerce_en/freeopen_encount.htm,,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Bhutan,Asia,Ministry,Bhutan e-Government Master Plan,Strategy,2014,No,X,-,-,-,-,-,Procurement - advisory,OSS,Approved,"The Ministry of Information and Communications spearheaded a plan to have government agencies consider open source software over proprietary software to address current issues like system incompatibility, low cost of maintenance, and ease of procurement. NOTE: Some documents (often ministry specific) use the same wording from this plan in promoting OSS for their own department. ",https://web.archive.org/web/20171007073003/https:/www.moic.gov.bt/wp-content/uploads/2016/05/bhutan_e_gov_master_plan_14953.pdf,,
Bhutan,Asia,Executive,Bhutan ICT Policy and Strategies ,Strategy,2004,No,X,-,-,X,X,-,Procurement - advisory,Both,Approved,"The strategy stated the government will: By 2007, establish policies on FOSS as a way to use ICT to make governance more efficient, transparent, and inclusive; By 2010, explore OSS as a way of reducing the cost of ICT software (was allotted $100,000 for this); By 2008, explore the adoption of OSS in schools.",https://www.unapcict.org/sites/default/files/2019-01/Bhutan-BIPS.pdf,,
Bhutan,Asia,Ministry,Dzongkha Linux,Other,2006,Yes,X,-,X,X,-,-,R&D,FLOSS / FOSS,Approved,The Department of IT and Telecom in the Ministry of Information and Communications created a Dzongkha language version of Linux.,https://www.dit.gov.bt/sites/default/files/D126_DzongkhalinuxBrochure_English2.pdf,,
Bhutan,Asia,Ministry,"National eHealth Strategy
and Action Plan",Strategy,2018,No,-,-,-,X,-,-,Training,OSS,Approved,The strategy identified a need to build capacity for its implementation and noted the government will look to global communities such as open source software developers for this capacity building. ,https://www.moh.gov.bt/wp-content/uploads/ict-files/2020/12/National_eHealth_Strategy.pdf,,
Bolivia,South America,Ministry,Implementation Plan for Free Software and Open Standards 2017 - 2025,Other,2005,Yes,-,X,X,X,-,-,How to Use,FLOSS / FOSS,Approved,Sets the guidelines for the implementation of free software and open standards.,https://coplutic.gob.bo/IMG/pdf/plan_software_libre_.pdf,,
Bolivia,South America,Legislative,Law 164: General Law of Telecommunications and ICTs,Bill,2003,No,-,X,-,-,-,X,Procurement - advisory,FLOSS / FOSS,Approved,"Art. 77 directs the executive, legislative, judiciary and electoral branches to promote and prioritize the use of free software and open standards.",https://www.agetic.gob.bo/wp-content/uploads/2021/03/ley-n-164.pdf,,
Bolivia,South America,Executive,Supreme Decree 3251,Directives & Regulation,2004,No,-,X,-,-,-,-,Procurement - advisory,FLOSS / FOSS,Approved,"Approves the implementation plan for ""free software"" and open standards (annexed to the decree).",https://www.agetic.gob.bo/wp-content/uploads/2021/03/decreto-supremo-3251.pdf,,
Bolivia,South America,Executive,Supreme Decree 1793,Directives & Regulation,2004,No,-,-,-,X,-,-,Procurement - mandatory,FLOSS / FOSS,Approved,"Transitory art. 2 (b) mandates the implementation of a national repository for the apps developed in the public sector. TA 3 (b) mandates public entities to migrate systems toward ""free software"" and open standards. TA 5 provides a timeline of 7 years for this migration. It also creates the Council for ICT, which has a working group on free software.",https://www.agetic.gob.bo/wp-content/uploads/2021/05/decreto-supremo-1793.pdf,,
Bolivia,South America,Agency,Institutional Plan for the Implementation of Free Software and Open Standards,Directives & Regulation,2006,Yes,-,X,-,X,X,-,Procurement - mandatory,FLOSS / FOSS,Approved,The Regulatory and Fiscalization Authority for Telecommunications and Transport published the guidelines for implementing free software and open standards in their systems.,https://web.archive.org/web/20210619132143/https:/www.att.gob.bo/content/plan-insitucional-de-implementaci%C3%B3n-de-software-libre-y-est%C3%A1ndares-abiertos,,
Bolivia,South America,Executive,Supreme Decree 2514,Directives & Regulation,2004,No,-,-,X,-,-,-,R&D,FLOSS / FOSS,Approved,"The decree creates the digital government and ICT agency. Art. 7 (i) instructs it to develop an implementation plan for ""free software"" and open standards for public sector entities. Art. 7(j) instructs the agency to follow up and evaluate the implementation of the plan.",https://www.agetic.gob.bo/wp-content/uploads/2021/05/decreto-supremo-2514-creacion-AGETIC.pdf,,
Bolivia,South America,Executive,Strategic Plan 2016 - 2020,Strategy,2006,No,-,X,-,-,X,-,R&D,FLOSS / FOSS,Approved,Established the evaluation plan that will test the impact of the implementation plan in advancing sovereignty and transparency in public office.,https://www.agetic.gob.bo/wp-content/uploads/2021/05/resolucion-ministerial-434.pdf,,
Bolivia,South America,Legislative,Bill 1058: Free Software and Open Standards,Bill,2007,Yes,-,X,X,-,-,X,Procurement - mandatory,FLOSS / FOSS,Failed,"Proposed by National Deputy Edgar Sanchez Aguirre in August of 2007. The bill required government branches and agencies to employ, develop and distribute free software that respects open standards, beginning a gradual and progressive migration toward free software. It also requires that the Executive promote the free software industry.",https://softwarelibre.org.bo/wiki/lib/exe/fetch.php?media=ucpd:propuestadeleysoftwarelibreestandaresabiertos.pdf,,
Botswana,Africa,Ministry,National Policy for ICT Development,Strategy,2007,No,-,-,-,X,-,-,R&D,OSS,Approved,"The strategy sets up an ICT Advisory Body, which will advise on topics such as on-line security, Public Key Infrastructure, Open Source Software and standards development.",https://publicadministration.un.org/unpsa/Portals/0/UNPSA_Submitted_Docs/2019/f912b59f-5963-4335-9dff-194a1a522c49/Maitlamo%20Policy_26112019_083359_d807e512-ea2e-4d56-8fba-60679904b985.pdf?ver=2019-11-26-083359-520,,
Brazil,South America,Executive,Draft Decree,Directives & Regulation,2005,Yes,-,-,-,-,-,-,Procurement - mandatory,FLOSS / FOSS,Failed,Announced that President Luiz Inacio Lula da Silva was studying a draft decree which would make OSS compulsory for federal departments.,https://www.npr.org/2005/01/31/4471963/brazil-makes-move-to-open-source-software,,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Brazil,South America,Legislative,PL-2152/2003: Determines the adoption of Free software in all federal public agencies and entities,Bill,2003,Yes,-,-,-,-,-,-,Procurement - mandatory,FLOSS / FOSS,Failed,"Mandates that all software used within the federal administration and public entities be OSS.  The bill is to be reviewed with four other past proposals, three of which had been previously voided. Referred to the Science and Technology, Communication and Informatics Commission in October 2003 - no updates since.",https://web.archive.org/web/20040206232022/https://www.camara-e.net/projetos_de_lei.asp,,Details need to be confirmed - no access to original source + cannot locate it elsewhere
Brazil,South America,Ministry,Ordinance (Portaria) N°46,Directives & Regulation,2016,Yes,-,-,-,-,-,-,How to Use,Public Software,Replaced,Set by the Secretary of Information Technology. Ordinance (Portaria) N°46 presents the rules for public administration involving OSS. Replaced by Portaria N3 (2019).,https://www.gov.br/governodigital/pt-br/software-publico/portaria-46.pdf,,
